2024-04-19 11:10:23.214 [main] INFO  - Application started
2024-04-19 11:11:40.372 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'LBACSYS'
2024-04-19 11:11:40.516 [main] INFO  - Get 22 table from LBACSYS schema of database oracle
2024-04-19 11:11:40.517 [main] INFO  - Getting table list from database mysql with schema: LBACSYS
2024-04-19 11:11:41.274 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'LBACSYS'
2024-04-19 11:11:41.274 [main] INFO  - Get 0 table from LBACSYS schema of database mysql
2024-04-19 11:11:41.274 [main] INFO  - Schema: LIMITS
2024-04-19 11:11:41.274 [main] INFO  - Getting table list from database oracle with schema: LIMITS
2024-04-19 11:11:42.279 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'LIMITS'
2024-04-19 11:11:42.354 [main] INFO  - Get 19 table from LIMITS schema of database oracle
2024-04-19 11:11:42.354 [main] INFO  - Getting table list from database mysql with schema: LIMITS
2024-04-19 11:11:43.157 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'LIMITS'
2024-04-19 11:11:43.158 [main] INFO  - Get 0 table from LIMITS schema of database mysql
2024-04-19 11:11:43.158 [main] INFO  - Schema: LUCKY_ACCOUNT
2024-04-19 11:11:43.158 [main] INFO  - Getting table list from database oracle with schema: LUCKY_ACCOUNT
2024-04-19 11:11:44.217 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'LUCKY_ACCOUNT'
2024-04-19 11:11:44.218 [main] INFO  - Get 4 table from LUCKY_ACCOUNT schema of database oracle
2024-04-19 11:11:44.218 [main] INFO  - Getting table list from database mysql with schema: LUCKY_ACCOUNT
2024-04-19 11:11:45.028 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'LUCKY_ACCOUNT'
2024-04-19 11:11:45.029 [main] INFO  - Get 9 table from LUCKY_ACCOUNT schema of database mysql
2024-04-19 11:11:45.029 [main] INFO  - Schema: MDDATA
2024-04-19 11:11:45.029 [main] INFO  - Getting table list from database oracle with schema: MDDATA
2024-04-19 11:11:46.056 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'MDDATA'
2024-04-19 11:11:46.056 [main] INFO  - Get 0 table from MDDATA schema of database oracle
2024-04-19 11:11:46.056 [main] INFO  - Getting table list from database mysql with schema: MDDATA
2024-04-19 11:11:46.740 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'MDDATA'
2024-04-19 11:11:46.740 [main] INFO  - Get 0 table from MDDATA schema of database mysql
2024-04-19 11:11:46.741 [main] INFO  - Schema: MDSYS
2024-04-19 11:11:46.741 [main] INFO  - Getting table list from database oracle with schema: MDSYS
2024-04-19 11:11:48.462 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'MDSYS'
2024-04-19 11:11:49.552 [main] INFO  - Get 148 table from MDSYS schema of database oracle
2024-04-19 11:11:49.553 [main] INFO  - Getting table list from database mysql with schema: MDSYS
2024-04-19 11:11:50.475 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'MDSYS'
2024-04-19 11:11:50.475 [main] INFO  - Get 0 table from MDSYS schema of database mysql
2024-04-19 11:11:50.476 [main] INFO  - Schema: MIGRATION_MANAGER
2024-04-19 11:11:50.476 [main] INFO  - Getting table list from database oracle with schema: MIGRATION_MANAGER
2024-04-19 11:11:51.472 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'MIGRATION_MANAGER'
2024-04-19 11:11:51.472 [main] INFO  - Get 0 table from MIGRATION_MANAGER schema of database oracle
2024-04-19 11:11:51.472 [main] INFO  - Getting table list from database mysql with schema: MIGRATION_MANAGER
2024-04-19 11:11:52.158 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'MIGRATION_MANAGER'
2024-04-19 11:11:52.159 [main] INFO  - Get 0 table from MIGRATION_MANAGER schema of database mysql
2024-04-19 11:11:52.159 [main] INFO  - Schema: NOTIFICATIONS
2024-04-19 11:11:52.159 [main] INFO  - Getting table list from database oracle with schema: NOTIFICATIONS
2024-04-19 11:11:53.096 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'NOTIFICATIONS'
2024-04-19 11:11:53.096 [main] INFO  - Get 0 table from NOTIFICATIONS schema of database oracle
2024-04-19 11:11:53.096 [main] INFO  - Getting table list from database mysql with schema: NOTIFICATIONS
2024-04-19 11:11:54.103 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'NOTIFICATIONS'
2024-04-19 11:11:54.104 [main] INFO  - Get 0 table from NOTIFICATIONS schema of database mysql
2024-04-19 11:11:54.104 [main] INFO  - Schema: NUDGE_MANAGER
2024-04-19 11:11:54.105 [main] INFO  - Getting table list from database oracle with schema: NUDGE_MANAGER
2024-04-19 11:11:55.058 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'NUDGE_MANAGER'
2024-04-19 11:11:55.059 [main] INFO  - Get 8 table from NUDGE_MANAGER schema of database oracle
2024-04-19 11:11:55.059 [main] INFO  - Getting table list from database mysql with schema: NUDGE_MANAGER
2024-04-19 11:11:55.710 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'NUDGE_MANAGER'
2024-04-19 11:11:55.711 [main] INFO  - Get 0 table from NUDGE_MANAGER schema of database mysql
2024-04-19 11:11:55.711 [main] INFO  - Schema: OJVMSYS
2024-04-19 11:11:55.711 [main] INFO  - Getting table list from database oracle with schema: OJVMSYS
2024-04-19 11:11:56.736 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'OJVMSYS'
2024-04-19 11:11:56.737 [main] INFO  - Get 6 table from OJVMSYS schema of database oracle
2024-04-19 11:11:56.737 [main] INFO  - Getting table list from database mysql with schema: OJVMSYS
2024-04-19 11:11:57.477 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'OJVMSYS'
2024-04-19 11:11:57.477 [main] INFO  - Get 0 table from OJVMSYS schema of database mysql
2024-04-19 11:11:57.477 [main] INFO  - Schema: OLAPSYS
2024-04-19 11:11:57.478 [main] INFO  - Getting table list from database oracle with schema: OLAPSYS
2024-04-19 11:11:59.521 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'OLAPSYS'
2024-04-19 11:11:59.521 [main] INFO  - Get 2 table from OLAPSYS schema of database oracle
2024-04-19 11:11:59.521 [main] INFO  - Getting table list from database mysql with schema: OLAPSYS
2024-04-19 11:12:00.312 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'OLAPSYS'
2024-04-19 11:12:00.312 [main] INFO  - Get 0 table from OLAPSYS schema of database mysql
2024-04-19 11:12:00.312 [main] INFO  - Schema: ONBOARDING
2024-04-19 11:12:00.312 [main] INFO  - Getting table list from database oracle with schema: ONBOARDING
2024-04-19 11:12:01.317 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'ONBOARDING'
2024-04-19 11:12:01.318 [main] INFO  - Get 0 table from ONBOARDING schema of database oracle
2024-04-19 11:12:01.319 [main] INFO  - Getting table list from database mysql with schema: ONBOARDING
2024-04-19 11:12:02.033 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'ONBOARDING'
2024-04-19 11:12:02.033 [main] INFO  - Get 0 table from ONBOARDING schema of database mysql
2024-04-19 11:12:02.034 [main] INFO  - Schema: ORACLE_OCM
2024-04-19 11:12:02.034 [main] INFO  - Getting table list from database oracle with schema: ORACLE_OCM
2024-04-19 11:12:03.018 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'ORACLE_OCM'
2024-04-19 11:12:03.018 [main] INFO  - Get 0 table from ORACLE_OCM schema of database oracle
2024-04-19 11:12:03.019 [main] INFO  - Getting table list from database mysql with schema: ORACLE_OCM
2024-04-19 11:12:03.778 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'ORACLE_OCM'
2024-04-19 11:12:03.778 [main] INFO  - Get 0 table from ORACLE_OCM schema of database mysql
2024-04-19 11:12:03.778 [main] INFO  - Schema: ORDDATA
2024-04-19 11:12:03.778 [main] INFO  - Getting table list from database oracle with schema: ORDDATA
2024-04-19 11:12:05.566 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'ORDDATA'
2024-04-19 11:12:06.267 [main] INFO  - Get 90 table from ORDDATA schema of database oracle
2024-04-19 11:12:06.268 [main] INFO  - Getting table list from database mysql with schema: ORDDATA
2024-04-19 11:12:07.032 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'ORDDATA'
2024-04-19 11:12:07.033 [main] INFO  - Get 0 table from ORDDATA schema of database mysql
2024-04-19 11:12:07.033 [main] INFO  - Schema: ORDPLUGINS
2024-04-19 11:12:07.033 [main] INFO  - Getting table list from database oracle with schema: ORDPLUGINS
2024-04-19 11:12:09.146 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'ORDPLUGINS'
2024-04-19 11:12:09.147 [main] INFO  - Get 0 table from ORDPLUGINS schema of database oracle
2024-04-19 11:12:09.147 [main] INFO  - Getting table list from database mysql with schema: ORDPLUGINS
2024-04-19 11:12:09.912 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'ORDPLUGINS'
2024-04-19 11:12:09.912 [main] INFO  - Get 0 table from ORDPLUGINS schema of database mysql
2024-04-19 11:12:09.913 [main] INFO  - Schema: ORDSYS
2024-04-19 11:12:09.913 [main] INFO  - Getting table list from database oracle with schema: ORDSYS
2024-04-19 11:12:11.603 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'ORDSYS'
2024-04-19 11:12:11.604 [main] INFO  - Get 4 table from ORDSYS schema of database oracle
2024-04-19 11:12:11.604 [main] INFO  - Getting table list from database mysql with schema: ORDSYS
2024-04-19 11:12:12.352 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'ORDSYS'
2024-04-19 11:12:12.352 [main] INFO  - Get 0 table from ORDSYS schema of database mysql
2024-04-19 11:12:12.352 [main] INFO  - Schema: OUTLN
2024-04-19 11:12:12.353 [main] INFO  - Getting table list from database oracle with schema: OUTLN
2024-04-19 11:12:13.273 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'OUTLN'
2024-04-19 11:12:13.273 [main] INFO  - Get 3 table from OUTLN schema of database oracle
2024-04-19 11:12:13.273 [main] INFO  - Getting table list from database mysql with schema: OUTLN
2024-04-19 11:12:13.958 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'OUTLN'
2024-04-19 11:12:13.959 [main] INFO  - Get 0 table from OUTLN schema of database mysql
2024-04-19 11:12:13.959 [main] INFO  - Schema: PAYMENT_DIS
2024-04-19 11:12:13.959 [main] INFO  - Getting table list from database oracle with schema: PAYMENT_DIS
2024-04-19 11:12:15.016 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'PAYMENT_DIS'
2024-04-19 11:12:15.267 [main] INFO  - Get 33 table from PAYMENT_DIS schema of database oracle
2024-04-19 11:12:15.270 [main] INFO  - Getting table list from database mysql with schema: PAYMENT_DIS
2024-04-19 11:12:15.988 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'PAYMENT_DIS'
2024-04-19 11:12:15.988 [main] INFO  - Get 0 table from PAYMENT_DIS schema of database mysql
2024-04-19 11:12:15.989 [main] INFO  - Schema: PAYMENT_ORDER
2024-04-19 11:12:15.989 [main] INFO  - Getting table list from database oracle with schema: PAYMENT_ORDER
2024-04-19 11:12:16.975 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'PAYMENT_ORDER'
2024-04-19 11:12:17.073 [main] INFO  - Get 15 table from PAYMENT_ORDER schema of database oracle
2024-04-19 11:12:17.073 [main] INFO  - Getting table list from database mysql with schema: PAYMENT_ORDER
2024-04-19 11:12:17.753 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'PAYMENT_ORDER'
2024-04-19 11:12:17.754 [main] INFO  - Get 14 table from PAYMENT_ORDER schema of database mysql
2024-04-19 11:12:17.754 [main] INFO  - Schema: PRE_APPROVAL_CARD
2024-04-19 11:12:17.754 [main] INFO  - Getting table list from database oracle with schema: PRE_APPROVAL_CARD
2024-04-19 11:12:18.703 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'PRE_APPROVAL_CARD'
2024-04-19 11:12:18.794 [main] INFO  - Get 19 table from PRE_APPROVAL_CARD schema of database oracle
2024-04-19 11:12:18.794 [main] INFO  - Getting table list from database mysql with schema: PRE_APPROVAL_CARD
2024-04-19 11:12:19.512 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'PRE_APPROVAL_CARD'
2024-04-19 11:12:19.513 [main] INFO  - Get 0 table from PRE_APPROVAL_CARD schema of database mysql
2024-04-19 11:12:19.513 [main] INFO  - Schema: PRODUCT_HOME_LOAN
2024-04-19 11:12:19.513 [main] INFO  - Getting table list from database oracle with schema: PRODUCT_HOME_LOAN
2024-04-19 11:12:20.536 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'PRODUCT_HOME_LOAN'
2024-04-19 11:12:20.536 [main] INFO  - Get 9 table from PRODUCT_HOME_LOAN schema of database oracle
2024-04-19 11:12:20.536 [main] INFO  - Getting table list from database mysql with schema: PRODUCT_HOME_LOAN
2024-04-19 11:12:21.234 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'PRODUCT_HOME_LOAN'
2024-04-19 11:12:21.235 [main] INFO  - Get 0 table from PRODUCT_HOME_LOAN schema of database mysql
2024-04-19 11:12:21.235 [main] INFO  - Schema: REMOTE_SCHEDULER_AGENT
2024-04-19 11:12:21.235 [main] INFO  - Getting table list from database oracle with schema: REMOTE_SCHEDULER_AGENT
2024-04-19 11:12:22.198 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'REMOTE_SCHEDULER_AGENT'
2024-04-19 11:12:22.199 [main] INFO  - Get 0 table from REMOTE_SCHEDULER_AGENT schema of database oracle
2024-04-19 11:12:22.199 [main] INFO  - Getting table list from database mysql with schema: REMOTE_SCHEDULER_AGENT
2024-04-19 11:12:22.912 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'REMOTE_SCHEDULER_AGENT'
2024-04-19 11:12:22.913 [main] INFO  - Get 0 table from REMOTE_SCHEDULER_AGENT schema of database mysql
2024-04-19 11:12:22.913 [main] INFO  - Schema: REWIND_DIS
2024-04-19 11:12:22.913 [main] INFO  - Getting table list from database oracle with schema: REWIND_DIS
2024-04-19 11:12:24.217 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'REWIND_DIS'
2024-04-19 11:12:24.218 [main] INFO  - Get 0 table from REWIND_DIS schema of database oracle
2024-04-19 11:12:24.218 [main] INFO  - Getting table list from database mysql with schema: REWIND_DIS
2024-04-19 11:12:24.993 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'REWIND_DIS'
2024-04-19 11:12:24.994 [main] INFO  - Get 0 table from REWIND_DIS schema of database mysql
2024-04-19 11:12:24.994 [main] INFO  - Schema: SAVINGS_GOAL
2024-04-19 11:12:24.994 [main] INFO  - Getting table list from database oracle with schema: SAVINGS_GOAL
2024-04-19 11:12:25.957 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'SAVINGS_GOAL'
2024-04-19 11:12:25.958 [main] INFO  - Get 0 table from SAVINGS_GOAL schema of database oracle
2024-04-19 11:12:25.958 [main] INFO  - Getting table list from database mysql with schema: SAVINGS_GOAL
2024-04-19 11:12:26.632 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'SAVINGS_GOAL'
2024-04-19 11:12:26.633 [main] INFO  - Get 0 table from SAVINGS_GOAL schema of database mysql
2024-04-19 11:12:26.633 [main] INFO  - Schema: SI_INFORMTN_SCHEMA
2024-04-19 11:12:26.633 [main] INFO  - Getting table list from database oracle with schema: SI_INFORMTN_SCHEMA
2024-04-19 11:12:27.599 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'SI_INFORMTN_SCHEMA'
2024-04-19 11:12:27.599 [main] INFO  - Get 0 table from SI_INFORMTN_SCHEMA schema of database oracle
2024-04-19 11:12:27.599 [main] INFO  - Getting table list from database mysql with schema: SI_INFORMTN_SCHEMA
2024-04-19 11:12:28.313 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'SI_INFORMTN_SCHEMA'
2024-04-19 11:12:28.313 [main] INFO  - Get 0 table from SI_INFORMTN_SCHEMA schema of database mysql
2024-04-19 11:12:28.313 [main] INFO  - Schema: SRV_ROC_ACCOUNT_BUNDLE_WORKER
2024-04-19 11:12:28.313 [main] INFO  - Getting table list from database oracle with schema: SRV_ROC_ACCOUNT_BUNDLE_WORKER
2024-04-19 11:12:29.295 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'SRV_ROC_ACCOUNT_BUNDLE_WORKER'
2024-04-19 11:12:29.298 [main] INFO  - Get 0 table from SRV_ROC_ACCOUNT_BUNDLE_WORKER schema of database oracle
2024-04-19 11:12:29.299 [main] INFO  - Getting table list from database mysql with schema: SRV_ROC_ACCOUNT_BUNDLE_WORKER
2024-04-19 11:12:30.466 [main] INFO  - Executing query: SELECT table_name FROM information_schema.tables WHERE table_schema = 'SRV_ROC_ACCOUNT_BUNDLE_WORKER'
2024-04-19 11:12:30.466 [main] INFO  - Get 0 table from SRV_ROC_ACCOUNT_BUNDLE_WORKER schema of database mysql
2024-04-19 11:12:30.466 [main] INFO  - Schema: SRV_ROC_BANCA_DIS
2024-04-19 11:12:30.466 [main] INFO  - Getting table list from database oracle with schema: SRV_ROC_BANCA_DIS
2024-04-19 11:12:32.289 [main] INFO  - Executing query: SELECT table_name FROM all_tables WHERE owner = 'SRV_ROC_BANCA_DIS'
2024-04-19 11:12:32.290 [main] INFO  - Get 0 table from SRV_ROC_BANCA_DIS schema of database oracle
2024-04-19 11:12:32.290 [main] INFO  - Getting table list from database mysql with schema: SRV_ROC_BANCA_DIS
2024-04-19 11:12:34.690 [main] INFO  - Application started
2024-04-19 11:12:34.692 [main] INFO  - Start reading properties file: application.properties
2024-04-19 11:12:34.692 [main] INFO  - Current path: /Users/nguyennd/Project/Java/datadiff
2024-04-19 11:12:34.692 [main] INFO  - Properties file read successfully
2024-04-19 11:12:34.696 [main] INFO  - Properties: {destination_type=mysql, source_connection_string=jdbc:oracle:thin:@//10.10.12.21:1521/t24core, destination_password=oracle_4U, source_username=ggadmin, source_type=oracle, destination_connection_string=jdbc:mysql://10.10.12.238:3306, source_password=oracle_4U, destination_username=dbadmin}
2024-04-19 11:12:34.696 [main] INFO  - Found query to get all schema is null from properties file. Using default query: select username as schema_name from sys.all_users order by username
2024-04-19 11:13:04.820 [main] INFO  - Checking file exist: /Users/nguyennd/Project/Java/datadiff/schemas.txt
2024-04-19 11:13:04.823 [main] INFO  - File exist at the path: /Users/nguyennd/Project/Java/datadiff/schemas.txt
2024-04-19 11:13:04.823 [main] INFO  - schemas.txt file already exists, stop query the schema from database
2024-04-19 11:13:04.825 [main] INFO  - Schema: ACCESSCONTROL_PANDP
2024-04-19 11:13:04.826 [main] INFO  - Getting table list from database oracle with schema: ACCESSCONTROL_PANDP
